###MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
58984.45274,20.346,0.523,26,14,o,0,0.93,219.42633,2.2845,6026.93,4469.02,2.01,1.83,-86,-0.408,19.65,20.8,01a58984o0381o
58984.46385,-20.615,0.64,-21,13,o,0,1.26,219.42633,2.2845,6009.93,4584.22,2.41,2.25,-79.6,-0.42,19.47,20.73,01a58984o0405o
58985.36315,-22.055,2.2,-6,12,c,0,1.21,219.42633,2.2845,8343.36,2959.7,2.41,2.36,23.7,-0.388,19.78,21.66,02a58985o0284c
58985.36498,-20.482,0.421,-23,10,c,0,1.99,219.42633,2.2845,8363.52,2997.69,2.39,2.24,-63.5,-0.396,19.81,21.67,02a58985o0288c
58985.36966,-22.531,3.3,-4,12,c,0,1.14,219.42633,2.2845,8306.47,2920.7,2.41,2.26,-62,-0.396,19.77,21.67,02a58985o0298c
58985.40512,-21.406,1.049,-10,10,c,0,1.74,219.42633,2.2845,2273.34,7518.65,2.37,2.35,45.5,-0.402,19.77,21.81,02a58985o0373c
58986.42416,20.639,0.52,20,10,c,0,2.06,219.42633,2.2845,6319.31,4021.91,2.55,2.46,89.6,-0.398,19.71,21.75,02a58986o0416c
58986.42738,22.538,3.192,4,11,c,0,1.56,219.42633,2.2845,6300.95,3983.41,2.53,2.44,86.4,-0.399,19.71,21.76,02a58986o0423c
58986.43572,21.982,1.762,6,10,c,0,1.43,219.42633,2.2845,6357.98,4058.63,2.57,2.48,86.8,-0.396,19.69,21.74,02a58986o0441c
58986.44607,-20.067,0.372,-34,13,c,0,1.18,219.42633,2.2845,6375.74,3937.87,2.52,2.42,80.3,-0.398,19.71,21.78,02a58986o0463c
58988.41042,-19.82,0.25,-43,11,o,0,1.59,219.42633,2.2845,6056.39,4505.86,1.92,1.77,2.5,-0.404,19.78,20.98,01a58988o0341o
58988.41364,22.439,3.625,4,14,o,0,1.3,219.42633,2.2845,6077.5,4544.16,1.94,1.85,1.3,-0.408,19.73,20.99,01a58988o0348o
58988.4261,23.419,7.75,2,12,o,0,1.29,219.42633,2.2845,6020.23,4467.1,1.9,1.86,19.8,-0.407,19.77,21.02,01a58988o0375o
58988.43165,20.797,0.728,17,13,o,0,0.99,219.42633,2.2845,6002.09,4583.03,1.86,1.79,-4.4,-0.408,19.76,20.96,01a58988o0387o
58990.3891,-20.424,0.423,-25,10,c,0,1.21,219.42633,2.2845,6322.72,4013.38,2.44,2.3,47.5,-0.4,19.8,21.68,02a58990o0336c
58990.4233,-20.19,0.363,-30,11,c,0,1.15,219.42633,2.2845,6299.5,3980.28,2.43,2.3,59.2,-0.405,19.79,21.66,02a58990o0409c
58990.42609,24.025,11.714,1,10,c,0,1.55,219.42633,2.2845,6359.82,4057.98,2.48,2.35,57.9,-0.401,19.74,21.66,02a58990o0415c
58990.43344,-23.863,10.5,-1,11,c,0,1.66,219.42633,2.2845,6380.75,3943.42,2.52,2.33,49,-0.4,19.77,21.65,02a58990o0431c
58992.39601,21.197,1.169,12,14,o,0,1.6,219.42633,2.2845,5947.54,2570.94,2.24,1.85,-0.1,-0.411,19.64,20.87,01a58992o0358o
58992.39924,21.165,1.254,12,16,o,0,1.18,219.42633,2.2845,5967.59,2608.92,2.12,1.9,-0.1,-0.41,19.62,20.85,01a58992o0365o
58992.40631,20.155,0.433,32,14,o,0,1.14,219.42633,2.2845,5910.98,2533.01,2.05,1.79,4.6,-0.415,19.71,20.84,01a58992o0380o
58992.41654,20.227,0.419,30,12,o,0,1.86,219.42633,2.2845,5893.91,2649.47,2.27,2.03,6.1,-0.401,19.54,20.73,01a58992o0402o
58994.39798,-20.649,0.616,-20,12,c,0,1.32,219.42633,2.2845,2587.86,9835.34,2.64,2.47,-53,-0.416,19.69,21.52,02a58994o0349c
58994.40121,-22.203,2.371,-5,11,c,0,1.48,219.42633,2.2845,2569.58,9799.75,2.52,2.42,-54.4,-0.422,19.7,21.5,02a58994o0356c
58994.40649,-20.608,0.588,-21,12,c,0,1.53,219.42633,2.2845,2626.34,9875.15,2.55,2.39,-56.4,-0.419,19.66,21.5,02a58994o0367c
58994.42074,20.699,0.607,19,12,c,0,1.99,219.42633,2.2845,2646.57,9760.29,2.59,2.45,-60.5,-0.413,19.66,21.49,02a58994o0398c
58996.44132,-19.4,1.37,-63,86,o,0,1.24,219.42633,2.2845,5952.93,2569.46,2,1.86,-7.5,-0.407,17.18,18.12,01a58996o0346o
58996.44934,-18.384,0.472,-161,76,o,0,1.14,219.42633,2.2845,5971.45,2607.31,2.08,1.89,-9.5,-0.398,17.33,18.29,01a58996o0363o
58996.46065,-20.745,2.157,-18,39,o,0,0.91,219.42633,2.2845,5914.42,2530.04,2.19,1.91,-9.1,-0.401,18.39,19.41,01a58996o0387o
58996.46464,-20.498,1.938,-23,44,o,0,1.08,219.42633,2.2845,5895.18,2647.14,2.12,1.85,-10.5,-0.402,18,19.02,01a58996o0395o
58998.38306,-20.082,0.557,-34,19,o,0,1.02,219.42633,2.2845,2589.66,9839.14,2.05,1.95,-63.3,-0.461,19.56,20.66,02a58998o0314o
58998.38674,21.037,1.313,14,18,o,0,0.78,219.42633,2.2845,2569.19,9799.09,2.09,1.99,-75.6,-0.454,19.53,20.66,02a58998o0322o
58998.41023,-22.537,4.879,-4,17,o,0,1.38,219.42633,2.2845,2624.19,9878.07,2.11,2.02,-69.5,-0.454,19.48,20.63,02a58998o0371o
58998.42254,20.428,0.671,24,16,o,0,0.96,219.42633,2.2845,2649.21,9762.83,2.16,2.04,65.7,-0.442,19.47,20.65,02a58998o0397o
59000.35591,-21.052,0.93,-14,13,o,0,1.27,219.42633,2.2845,6165.41,6441.86,2.14,1.76,-1.7,-0.384,19.35,20.02,01a59000o0246o
59000.39121,21.575,1.81,8,15,o,0,1.46,219.42633,2.2845,6192.08,6478.13,2.09,1.8,2.1,-0.391,19.32,19.99,01a59000o0321o
59000.39541,-21.205,1.35,-12,16,o,0,1.03,219.42633,2.2845,6133.18,6400.49,2.16,1.87,5.6,-0.381,19.27,19.98,01a59000o0330o
59000.4011,-23.667,11.429,-1,14,o,0,1.32,219.42633,2.2845,6114.06,6516.13,2.17,1.91,3.5,-0.383,19.3,19.98,01a59000o0342o
59005.41407,-20.401,1.45,-25,36,o,0,1.34,219.42633,2.2845,4526.38,9734.58,2.28,2.15,55.3,-0.378,18.42,18.52,02a59005o0379o
59005.44691,-18.914,0.505,-99,50,o,0,1.26,219.42633,2.2845,4507.34,9699.37,2.31,2.11,50.2,-0.413,18.34,18.38,02a59005o0449o
59005.47541,-21.362,5.037,-10,52,o,0,1.5,219.42633,2.2845,4564.06,9778.1,2.43,2.23,45.7,-0.379,18.08,18.16,02a59005o0510o
59005.49096,20.16,2.177,31,68,o,0,1.45,219.42633,2.2845,4581.89,9660.92,2.7,2.22,44.9,-0.349,18,18,02a59005o0543o
59006.39051,20.059,1.045,34,36,o,0,1.04,219.42633,2.2845,4535.98,9734.51,2.28,2.03,-57.5,-0.415,18.72,19.02,02a59006o0326o
59006.39372,17.022,0.135,564,76,o,0,4.98,219.42633,2.2845,4515.98,9698.94,2.29,2.11,-62.9,-0.422,18.71,19.01,02a59006o0333o
59006.39923,19.992,0.882,37,32,o,0,1.29,219.42633,2.2845,4574.73,9772.87,2.39,2.16,-56.3,-0.414,18.69,19,02a59006o0345o
59006.40979,20.356,1.533,26,40,o,0,0.63,219.42633,2.2845,4594.9,9656.71,2.39,2.11,-53.2,-0.417,18.67,18.96,02a59006o0368o
59008.41197,19.958,0.917,38,35,o,0,0.67,219.42633,2.2845,9888.08,564.44,2.18,1.96,-37.2,-0.381,18.63,18.81,01a59008o0378o
59008.41519,20.417,1.157,25,29,o,0,0.86,219.42633,2.2845,9907.72,603.62,2.27,2.07,-27.6,-0.382,18.71,19.02,01a59008o0385o
59008.42073,20.414,1.355,25,34,o,0,1.09,219.42633,2.2845,9849.91,526.46,2.32,2.01,-24.1,-0.369,18.37,18.57,01a59008o0397o
59008.43235,-21.953,4.944,-6,30,o,0,0.86,219.42633,2.2845,9830.14,646.41,2.25,1.98,-26,-0.366,18.75,19.13,01a59008o0422o
59010.37836,-20.446,0.685,-24,16,o,0,0.98,219.42633,2.2845,261.72,7704.9,2.24,1.9,-52.8,-0.422,19.55,20.91,02a59010o0297o
59010.38205,21.065,1.189,14,16,o,0,1.69,219.42633,2.2845,242.44,7665.95,2.26,1.94,-53.8,-0.422,19.34,20.58,02a59010o0305o
59010.38897,19.775,0.414,45,18,o,0,0.89,219.42633,2.2845,301.17,7743.59,2.21,1.87,-51.2,-0.434,19.54,20.75,02a59010o0320o
59010.40045,19.881,0.433,40,18,o,0,0.85,219.42633,2.2845,324.02,7625.82,2.22,1.93,-51.7,-0.42,19.46,20.57,02a59010o0345o
59010.40552,-20.163,0.565,-31,18,o,0,1.44,219.42633,2.2845,10411.42,7713.75,2.71,2.2,-54.2,-0.419,19.45,20.58,02a59010o0356o
59010.40874,22.389,4.75,4,19,o,0,1.18,219.42633,2.2845,10392.18,7674.6,2.62,2.29,-54.9,-0.41,19.41,20.53,02a59010o0363o
59010.41562,-20.399,0.755,-25,19,o,0,1.2,219.42633,2.2845,10453.04,7754.11,2.62,2.17,-52.9,-0.416,19.4,20.43,02a59010o0378o
59010.42849,-22.083,3.902,-5,21,o,0,1.07,219.42633,2.2845,10473.17,7636.76,2.49,2.17,-50.7,-0.418,19.4,20.4,02a59010o0406o
59016.34461,-21.87,2.827,-6,18,o,0,1.47,219.42633,2.2845,10369.31,4749.73,2.09,1.86,14.3,-0.412,19.32,20.55,01a59016o0234o
59016.3483,22.422,8.765,4,34,o,0,1.27,219.42633,2.2845,10389.29,4788.36,2.17,1.96,13.5,-0.398,18.65,19.89,01a59016o0242o
59016.35567,-20.575,1.413,-21,30,o,0,0.81,219.42633,2.2845,10330.7,4711.39,2.13,1.98,31.5,-0.397,18.8,20.02,01a59016o0258o
59016.35843,-21.497,2.574,-9,24,o,0,1.49,219.42633,2.2845,240.66,4830.82,1.94,1.83,-17.2,-0.421,18.72,19.93,01a59016o0264o
59016.36124,-21.838,2.268,-7,15,o,0,1.87,219.42633,2.2845,260.6,4869.94,1.82,1.74,-25.9,-0.424,19.17,20.33,01a59016o0270o
59016.36815,21.667,3.591,8,28,o,0,0.81,219.42633,2.2845,202.11,4792.69,1.87,1.8,-33.4,-0.423,18.76,19.96,01a59016o0285o
59016.37276,-23.024,16.75,-2,38,o,0,0.94,219.42633,2.2845,10312.33,4828.49,2.09,2,34.9,-0.408,18.51,19.7,01a59016o0295o
59016.37834,-21.988,6.16,-6,36,o,0,1.77,219.42633,2.2845,184.49,4908.29,1.87,1.78,-31.2,-0.427,18.45,19.63,01a59016o0307o
59020.32033,21.271,1.219,11,14,o,0,1.6,219.42633,2.2845,10365.98,4749.7,2.51,1.96,3.7,-0.388,19.61,21.02,01a59020o0175o
59020.33047,-20.047,0.357,-35,12,o,0,1.97,219.42633,2.2845,10387.46,4788.16,2.28,1.97,7.5,-0.401,19.74,21.12,01a59020o0197o
59020.336,20.096,0.455,33,15,o,0,1.03,219.42633,2.2845,10328.68,4711.11,2.29,2.02,10.9,-0.388,19.73,21.12,01a59020o0209o
59020.34061,21.953,2.394,6,14,o,0,1.34,219.42633,2.2845,10310.1,4827.51,2.22,1.95,7.1,-0.4,19.74,21.11,01a59020o0219o
59020.34291,0,21.134,0,13,o,0,1.3,219.42633,2.2845,238.75,4830.1,2.02,1.76,-8.2,-0.402,19.75,21.15,01a59020o0224o
59020.34613,-20.618,0.593,-21,12,o,0,1.51,219.42633,2.2845,259.21,4868.96,2.26,1.8,-5.5,-0.389,19.67,21.13,01a59020o0231o
59020.3535,-20.972,0.915,-15,14,o,0,2.41,219.42633,2.2845,200.31,4791.11,2.05,1.82,-12.8,-0.402,19.44,20.83,01a59020o0247o
59020.37145,-20.768,0.883,-18,16,o,0,0.94,219.42633,2.2845,183.94,4906.9,1.94,1.78,-23.5,-0.408,19.6,20.93,01a59020o0286o
59022.33928,22.371,2.806,4,12,c,0,1.84,219.42633,2.2845,10141.71,1871.1,2.64,2.23,-53.9,-0.418,19.76,21.81,02a59022o0208c
59022.34264,-23.515,9.273,-1,13,c,0,1.25,219.42633,2.2845,10123.48,1834.2,2.63,2.18,-54.2,-0.423,19.81,21.81,02a59022o0215c
59022.34775,21.836,1.84,7,12,c,0,1.25,219.42633,2.2845,10182.65,1913.62,2.67,2.24,-54.5,-0.418,19.78,21.83,02a59022o0226c
59022.34867,23.239,14.286,2,26,c,0,0.31,219.42633,2.2845,45.56,1786.73,2.59,2.27,-59.7,-0.414,19.78,21.78,02a59022o0228c
59022.36701,-20.117,0.414,-33,14,c,0,0.8,219.42633,2.2845,10206.73,1795.24,2.63,2.23,-52.9,-0.422,19.8,21.81,02a59022o0268c
59024.31452,-20.592,0.596,-21,12,o,0,1.32,219.42633,2.2845,4039.13,923.41,2.69,1.97,0,-0.39,19.67,21.25,01a59024o0163o
59024.31774,20.656,0.755,20,15,o,0,0.8,219.42633,2.2845,4060.79,962.51,2.28,2,-0.8,-0.407,19.73,21.24,01a59024o0170o
59024.32287,20.843,0.878,17,15,o,0,1.08,219.42633,2.2845,4002.6,885.9,2.38,1.97,0.5,-0.396,19.69,21.23,01a59024o0181o
59024.35712,-21.218,0.942,-12,11,o,0,1.65,219.42633,2.2845,3988.41,1000.12,2.2,1.84,-6.2,-0.404,19.73,21.12,01a59024o0254o
59026.32072,-20.341,0.576,-26,15,o,0,1.21,219.42633,2.2845,8356.28,5856.31,2.26,2.01,50.5,-0.426,19.58,20.84,02a59026o0167o
59026.3599,20.652,0.722,20,14,o,0,1.43,219.42633,2.2845,8337.64,5819.87,2.31,1.91,41.1,-0.421,19.65,20.9,02a59026o0186o
59026.36364,-21.626,1.553,-8,13,o,0,1.49,219.42633,2.2845,8395.41,5898.34,2.26,1.95,44,-0.427,19.62,20.89,02a59026o0194o
59026.36648,24.569,24.8,0,13,o,0,2.04,219.42633,2.2845,8414.29,5781.93,2.26,1.97,43.3,-0.421,19.62,20.88,02a59026o0200o
59028.30142,-25.938,102.5,0,16,o,0,0.9,219.42633,2.2845,4037.01,924.43,2.09,1.71,-1.9,-0.422,19.44,20.15,01a59028o0096o
59028.30557,20.178,0.543,31,17,o,0,1.04,219.42633,2.2845,4057.19,963.22,2.12,1.72,-6.3,-0.427,19.43,20.15,01a59028o0105o
59028.3107,-21.516,1.695,-9,15,o,0,1.27,219.42633,2.2845,3998.85,883.82,2.05,1.72,-5.1,-0.43,19.45,20.16,01a59028o0116o
59028.34689,24.467,19.222,1,11,o,0,1.9,219.42633,2.2845,3984.4,999.89,1.79,1.7,-2.5,-0.429,19.49,20.13,01a59028o0193o
59032.35338,20.387,0.985,25,25,o,0,0.75,219.42633,2.2845,4136.76,4608.76,2.4,2.02,-6.7,-0.359,18.88,19.18,01a59032o0245o
59032.35666,20.223,0.825,30,24,o,0,0.65,219.42633,2.2845,4156.89,4647.36,2.47,2.05,-8.2,-0.352,18.81,19.17,01a59032o0252o
59032.36357,21.416,2.437,10,24,o,0,1.12,219.42633,2.2845,4098.09,4570.39,2.36,1.98,-9,-0.373,18.83,19.14,01a59032o0267o
59032.37386,-20.805,1.269,-17,22,o,0,1.08,219.42633,2.2845,4076.6,4687.8,2.49,2.03,-8.2,-0.348,18.8,19.1,01a59032o0287o
59034.35708,-20.054,0.655,-34,23,o,0,1.66,219.42633,2.2845,8257.69,3928.06,2.15,2.07,53.9,-0.422,18.71,19.08,02a59034o0247o
59034.36033,20.282,0.872,28,24,o,0,1.33,219.42633,2.2845,8238.87,3892.38,2.11,1.99,68.1,-0.422,18.74,18.99,02a59034o0254o
59034.36583,-20.894,1.549,-16,25,o,0,1.32,219.42633,2.2845,8296.36,3970.22,2.23,2.08,52.3,-0.411,18.67,18.95,02a59034o0266o
59034.37638,19.376,0.444,64,29,o,0,0.88,219.42633,2.2845,8317.49,3853.55,2.12,2.04,64,-0.417,18.66,18.88,02a59034o0289o
59036.3146,20.46,0.746,24,18,o,0,1.02,219.42633,2.2845,4122.78,4607.39,1.96,1.89,10.9,-0.412,19.27,19.78,01a59036o0162o
59036.31782,-22.337,4.426,-4,19,o,0,0.82,219.42633,2.2845,4143.58,4645.48,1.98,1.86,2.7,-0.412,19.26,19.77,01a59036o0169o
59036.3252,20.526,0.861,22,19,o,0,0.81,219.42633,2.2845,4085.62,4569.32,2.01,1.88,-8.8,-0.413,19.22,19.74,01a59036o0185o
59036.33631,-23.419,9,-2,14,o,0,1.99,219.42633,2.2845,4067.45,4685.44,1.95,1.87,-16.5,-0.417,19.21,19.69,01a59036o0209o
59037.40225,20.481,1.047,23,24,o,0,1,219.42633,2.2845,8255.34,3929.55,2.49,2.26,39.5,-0.396,18.81,19.41,02a59037o0343o
59037.40959,-19.557,0.486,-55,26,o,0,0.87,219.42633,2.2845,8237.19,3890.47,2.45,2.34,37.7,-0.404,18.75,19.35,02a59037o0359o
59037.42245,20.835,2.026,17,34,o,0,1.11,219.42633,2.2845,8293.44,3968.09,2.98,2.9,48.3,-0.405,18.47,19.24,02a59037o0387o
59037.42522,19.477,0.462,59,27,o,0,1.32,219.42633,2.2845,8312.92,3851.68,2.73,2.63,42,-0.4,18.59,19.22,02a59037o0393o
59038.30579,-21.205,1.115,-12,13,o,0,1.51,219.42633,2.2845,8264.85,3925.65,2.15,2.04,-77.9,-0.423,19.6,20.98,02a59038o0137o
59038.30906,21.062,0.921,14,13,o,0,2.4,219.42633,2.2845,8245.61,3886.29,2.17,2.07,-76.7,-0.42,19.61,20.94,02a59038o0144o
59038.31505,20.38,0.509,26,13,o,0,1.8,219.42633,2.2845,8304.17,3964.23,2.19,2.11,64.5,-0.421,19.55,20.81,02a59038o0157o
59038.32481,-21.065,1.262,-14,17,o,0,1.04,219.42633,2.2845,8325.71,3849.11,2.16,2.08,-86.9,-0.422,19.43,20.5,02a59038o0178o
59040.34554,21.113,0.978,13,13,o,0,2.64,219.42633,2.2845,2403.42,8591.69,2.68,2.5,-54.4,-0.39,19.52,21.19,01a59040o0231o
59040.34925,-20.157,0.447,-31,14,o,0,1.32,219.42633,2.2845,2423.53,8631.02,2.17,2.09,-45.5,-0.4,19.65,21.18,01a59040o0239o
59040.35577,-20.38,0.509,-26,13,o,0,1.21,219.42633,2.2845,2364.7,8553.83,2.33,2.23,-57.1,-0.402,19.6,21.14,01a59040o0253o
59040.36871,21.993,2.865,6,17,o,0,1.06,219.42633,2.2845,2343.32,8670.3,2.35,2.21,-61.8,-0.404,19.44,20.78,01a59040o0281o
59042.39385,-19.771,1.864,-45,84,c,0,1.53,219.42633,2.2845,10223.53,3833.76,2.63,2.52,-27.9,-0.403,17.81,19.52,02a59042o0327c
59042.39799,-20.225,1.711,-30,50,c,0,1.22,219.42633,2.2845,10205.35,3792.31,2.78,2.4,-46.2,-0.409,18.47,20.12,02a59042o0336c
59042.40728,13.584,0.72,13382,9639,c,0,1.07,219.42633,2.2845,10260.59,3870.41,2.7,2.37,-35.4,-0.406,15.17,16.5,02a59042o0356c
59042.41566,-16.854,1.049,-658,691,c,0,1.33,219.42633,2.2845,10279.59,3753.86,2.77,2.48,-33.2,-0.473,17.8,19.33,02a59042o0374c
59044.3229,-21.339,1.359,-11,14,o,0,1.22,219.42633,2.2845,2401.54,8588.64,2.11,2.02,-23.1,-0.4,19.72,21.26,01a59044o0185o
59044.3257,21.4,1.378,10,14,o,0,1.26,219.42633,2.2845,2420.65,8628.07,2.35,2.18,-12.4,-0.395,19.63,21.22,01a59044o0191o
59044.33168,20.312,0.638,27,17,o,0,1.07,219.42633,2.2845,2362.6,8551.11,2.29,2.19,-29.6,-0.409,19.39,20.89,01a59044o0204o
59044.34465,20.629,0.55,20,11,o,0,1.68,219.42633,2.2845,2340.86,8667.92,2.12,2.05,-45.9,-0.399,19.68,21.14,01a59044o0232o
59048.29153,22.407,3.186,4,13,o,0,2.14,219.42633,2.2845,6284.71,8360.77,2.02,1.93,31.2,-0.405,19.58,20.81,01a59048o0114o
59048.2943,-20.787,0.764,-18,13,o,0,0.94,219.42633,2.2845,6305.1,8399.02,2.04,1.96,30,-0.394,19.58,20.83,01a59048o0120o
59048.30215,25.618,71.5,0,15,o,0,0.76,219.42633,2.2845,6245.62,8322.48,2.14,2.05,23.5,-0.395,19.51,20.84,01a59048o0137o
59048.31598,-20.351,0.625,-26,16,o,0,1.38,219.42633,2.2845,6226.64,8438.8,2,1.92,28.5,-0.409,19.46,20.69,01a59048o0167o
59050.2937,-20.192,0.399,-30,12,c,0,1.67,219.42633,2.2845,6516.64,7896.77,2.82,2.56,46.8,-0.387,19.61,21.58,02a59050o0113c
59050.29784,-21.469,1.367,-9,13,c,0,1.55,219.42633,2.2845,6497.78,7857.79,2.83,2.54,45.1,-0.385,19.61,21.57,02a59050o0122c
59050.30336,-19.677,0.244,-49,12,c,0,1.63,219.42633,2.2845,6556.38,7933.18,2.86,2.58,46.6,-0.377,19.6,21.55,02a59050o0134c
59050.31347,-20.01,0.336,-36,12,c,0,1.9,219.42633,2.2845,6576.62,7817.53,2.92,2.65,45,-0.384,19.58,21.51,02a59050o0156c
59052.28604,-21.468,1.241,-9,12,o,0,1.76,219.42633,2.2845,6281.64,8364.97,1.8,1.72,10.9,-0.407,19.83,21,01a59052o0016o
59052.28928,-20.252,0.515,-29,15,o,0,1.38,219.42633,2.2845,6302.54,8403.94,1.86,1.69,14.3,-0.398,19.81,21.02,01a59052o0023o
59052.29482,21.846,1.653,7,11,o,0,1.22,219.42633,2.2845,6244.17,8327.38,1.81,1.74,14.4,-0.406,19.79,21.03,01a59052o0035o
59054.27088,-20.624,0.676,-20,14,c,0,1.28,219.42633,2.2845,6515.59,7895.92,2.66,2.56,62.9,-0.402,19.63,21.36,02a59054o0067c
59054.27505,20.805,0.704,17,12,c,0,2,219.42633,2.2845,6496.18,7854.85,2.58,2.43,61,-0.4,19.61,21.36,02a59054o0076c
59054.2815,-20.732,0.766,-18,14,c,0,1.47,219.42633,2.2845,6554.68,7933.61,2.8,2.65,62.5,-0.403,19.56,21.35,02a59054o0090c
59054.29166,22.594,3.773,3,13,c,0,1.57,219.42633,2.2845,6574.83,7820.97,2.65,2.57,71.2,-0.399,19.53,21.36,02a59054o0112c
59058.25531,-19.954,0.544,-38,21,o,0,1.49,219.42633,2.2845,6239.44,2082.74,2.23,2.07,-57.8,-0.425,18.8,19.39,02a59058o0036o
59058.26231,20.512,0.802,23,18,o,0,1.6,219.42633,2.2845,6226.23,2046.13,2.04,1.87,-58,-0.439,18.94,19.46,02a59058o0051o
59058.26692,22.166,3.818,5,19,o,0,1.37,219.42633,2.2845,6282.5,2120.34,1.94,1.85,-70.2,-0.443,19.19,19.93,02a59058o0061o
59058.28739,20.482,0.962,23,22,o,0,1.33,219.42633,2.2845,6303.24,2005.05,2.34,2.2,-60.6,-0.425,18.82,19.43,02a59058o0105o
59060.26362,-22.544,5.842,-4,20,o,0,0.78,219.42633,2.2845,2073.07,2775.18,2.36,1.98,-7.9,-0.332,19.12,19.75,01a59060o0063o
59060.26685,-19.9,0.527,-40,21,o,0,0.93,219.42633,2.2845,2093.77,2813.01,2.6,2.07,-14.4,-0.32,19.03,19.75,01a59060o0070o
59060.27197,20.48,0.821,23,19,o,0,1.16,219.42633,2.2845,2034.23,2735.96,2.23,1.89,-17,-0.353,19.15,19.74,01a59060o0081o
59060.28306,22.261,4.071,4,18,o,0,0.89,219.42633,2.2845,2016.67,2850.58,2.17,1.84,-14,-0.356,19.14,19.68,01a59060o0105o
59062.26204,-20.31,0.587,-27,16,o,0,1.51,219.42633,2.2845,6238.45,2091.74,1.95,1.89,69.5,-0.439,19.09,19.55,02a59062o0055o
59062.26526,-21.343,1.744,-10,18,o,0,1.05,219.42633,2.2845,6219.23,2052.91,1.95,1.89,64.7,-0.442,19.03,19.56,02a59062o0062o
59062.27169,21.096,1.315,13,17,o,0,2.22,219.42633,2.2845,6277.59,2129.72,1.98,1.9,55.8,-0.438,19.09,19.54,02a59062o0076o
59062.28188,19.874,0.57,41,23,o,0,0.58,219.42633,2.2845,6298.12,2013.69,2,1.92,63.7,-0.437,19.03,19.5,02a59062o0098o
59064.28834,20.966,1.432,15,21,o,0,1.29,219.42633,2.2845,8520.36,6798.91,2.42,1.95,9.9,-0.357,18.87,19.27,01a59064o0118o
59064.29157,22.339,5.65,4,24,o,0,1.16,219.42633,2.2845,8540.51,6836.91,2.56,2.08,8.5,-0.331,18.78,19.25,01a59064o0125o
59064.29756,-20.872,1.382,-16,22,o,0,1.36,219.42633,2.2845,8480.57,6762.51,2.39,2.04,10.7,-0.341,18.81,19.22,01a59064o0138o
59064.30773,19.026,0.245,89,22,o,0,1.36,219.42633,2.2845,8460.64,6880.3,2.44,2.1,6.6,-0.367,18.75,19.13,01a59064o0160o
59068.24263,21.019,1.342,14,19,o,0,0.9,219.42633,2.2845,8518.72,6797.96,2.22,1.99,23.3,-0.388,19.05,19.58,01a59068o0026o
59068.24585,-20.382,0.577,-26,15,o,0,1.22,219.42633,2.2845,8538.18,6835.68,2.13,1.89,19.5,-0.397,19.44,20.21,01a59068o0033o
59068.25369,-24.665,30.333,0,15,o,0,0.88,219.42633,2.2845,8478.59,6758.01,2.06,1.88,23.5,-0.4,19.63,20.78,01a59068o0050o
59068.26759,21.106,0.887,13,12,o,0,2.36,219.42633,2.2845,8458.8,6873.99,2.04,1.88,20.9,-0.402,19.59,20.74,01a59068o0080o
59070.24409,-20.318,1.165,-27,32,c,0,1.18,219.42633,2.2845,2137.7,5675.39,2.63,2.54,48.9,-0.399,18.46,19.76,02a59070o0022c
59070.24729,19.87,0.452,41,18,c,0,1.16,219.42633,2.2845,2119.88,5635.79,2.57,2.49,49.4,-0.386,19.05,20.39,02a59070o0029c
59070.25554,-22.611,5.042,-3,16,c,0,1.02,219.42633,2.2845,2179.01,5712.57,2.53,2.42,53.5,-0.391,19.55,21.26,02a59070o0047c
59070.27166,-20.54,0.608,-22,13,c,0,1.52,219.42633,2.2845,2201.44,5593.29,2.68,2.5,51.8,-0.38,19.54,21.44,02a59070o0082c
59072.27622,-23.22,7.389,-2,14,o,0,1.41,219.42633,2.2845,8309.46,2925.48,2.36,2.14,-7.7,-0.354,19.48,20.62,01a59072o0082o
59072.2799,-22.712,4.2,-3,12,o,0,1.39,219.42633,2.2845,8327.99,2964.71,2.3,2.09,-9.5,-0.353,19.5,20.63,01a59072o0090o
59072.28551,23.396,8.937,2,14,o,0,1.74,219.42633,2.2845,8270.89,2889.08,2.33,2.05,-5.5,-0.355,19.5,20.54,01a59072o0102o
59072.33508,22.894,6.476,2,16,o,0,1.14,219.42633,2.2845,8240.13,3019.34,2.48,2.24,-9.2,-0.344,19.15,20.15,01a59072o0113o
59074.28336,-22.732,4.609,-3,14,c,0,1.28,219.42633,2.2845,1953.51,1790.06,2.39,2.27,-79,-0.416,19.59,21.22,02a59074o0113c
59074.28712,22.096,2.175,5,12,c,0,2.07,219.42633,2.2845,1934.71,1750.82,2.45,2.27,-66.6,-0.418,19.56,21.22,02a59074o0121c
59074.29356,-22.244,2.457,-5,11,c,0,1.69,219.42633,2.2845,1992.76,1828.19,2.42,2.31,82.7,-0.411,19.53,21.24,02a59074o0135c
59074.30606,21.132,1.043,13,13,c,0,1.5,219.42633,2.2845,2012.05,1709.85,2.45,2.32,-72.6,-0.412,19.49,21.2,02a59074o0162c
59076.25109,23.619,9.917,1,13,o,0,2.09,219.42633,2.2845,8304.24,2923.73,2.35,1.95,-4.4,-0.361,19.38,20.42,01a59076o0053o
